compound,flashpoint,pure substance,smiles,source,is_silicon
"2,4pentadienylTrimethylSilane",291.15,1,C=CC=CC[Si](C)(C)C,le15,1
2bromoethyltrichlorosilane,313.15,1,Cl[Si](Cl)(Cl)CCBr,le15,1
2bromovinylTrimethylSilane,288.15,1,C[Si](C)(C)C=CBr,le15,1
2chloroethyltrichlorosilane,301.15,1,ClCC[Si](Cl)(Cl)Cl,le15,1
2chloromethyl3trimethylsilyl1propene,316.15,1,C=C(CCl)C[Si](C)(C)C,le15,1
2cyanoethylMethylDichloroSilane,333.15,1,C[Si](Cl)(Cl)CCC#N,le15,1
2cyanoethylTriethoxySilane,359.15,1,CCO[Si](CCC#N)(OCC)OCC,le15,1
3bromo1trimethylsilyl1propyne,335.15,1,C[Si](C)(C)C#CCBr,le15,1
3bromopropyltrichlorosilane,361.15,1,Cl[Si](Cl)(Cl)CCCBr,le15,1
3bromopropylTrimethoxySilane,355.15,1,CO[Si](CCCBr)(OC)OC,le15,1
3chloro2methylpropylMethylDichloroSilane,363.15,1,CC(CCl)C[Si](C)(Cl)Cl,le15,1
3chloropropylDimethylChloroSilane,313.15,1,C[Si](C)(Cl)CCCCl,le15,1
3chloropropylMethylDichloroSilane,359.15,1,C[Si](Cl)(Cl)CCCCl,le15,1
3chloropropylMethylDimethoxySilane,318.15,1,CO[Si](C)(CCCCl)OC,le15,1
3chloropropylTriethoxySilane,335.15,1,CCO[Si](CCCCl)(OCC)OCC,le15,1
3chloropropylTrimethoxySilane,351.15,1,CO[Si](CCCCl)(OC)OC,le15,1
3methacryloxyPropylTrimethoxySilane,365.15,1,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,le15,1
3trimethylsilylCyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,le15,1
AcetoxymethylTrimethylSilane,293.15,1,CC(=O)OC[Si](C)(C)C,le15,1
AcetoxyTrimethylSilane,277.15,1,CC(=O)O[Si](C)(C)C,le15,1
AllylChloromethylDimethylSilane,300.15,1,C=CC[Si](C)(C)CCl,le15,1
AllylDimethylChloroSilane,278.15,1,C=CC[Si](C)(C)Cl,le15,1
AllylDimethylSilane-,253.15,1,C=CC[SiH](C)C,le15,1
AllylMethylDichloroSilane,300.15,1,C=CCC[SiH](Cl)Cl,le15,1
AllyloxytrimethylSilane,273.15,1,C=CCO[Si](C)(C)C,le15,1
AllylPhenylDichloroSilane,349.15,1,C=CC[Si](Cl)(Cl)c1ccccc1,le15,1
AllylTrichloroSilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,le15,1
AllylTriethoxySilane,320.15,1,C=CC[Si](OCC)(OCC)OCC,le15,1
AllylTrimethoxySilane,319.15,1,C=CC[Si](OC)(OC)OC,le15,1
AllylTrimethylSilane,280.15,1,C=CC[Si](C)(C)C,le15,1
AminoethylAminopropylTrimethoxySilane,369.15,1,CO[Si](CCCNCCN)(OC)OC,le15,1
BenzylDimethylChloroSilane,346.15,1,C[Si](C)(Cl)Cc1ccccc1,le15,1
BenzylDimethylSilane,338.15,1,C[SiH](C)Cc1ccccc1,le15,1
BenzylTrichloroSilane,360.15,1,Cl[Si](Cl)(Cl)Cc1ccccc1,le15,1
BenzylTrimethylSilane,335.15,1,C[Si](C)(C)Cc1ccccc1,le15,1
BischloromethylDimethylSilane,319.15,1,C[Si](C)(CCl)CCl,le15,1
bisChloromethylMethylChloroSilane,315.15,1,C[Si](Cl)(CCl)CCl,le15,1
BisDiethylaminoDimethylSilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,le15,1
BisDimethylaminoDimethylSilane-,266.15,1,CN(C)[Si](C)(C)N(C)C,le15,1
BisDimethylaminoMethylSilane-,270.15,1,CN(C)C([SiH3])N(C)C,le15,1
BistrimethylsilylCarbodiimide,315.15,1,C[Si](C)(C)N=C=N[Si](C)(C)C,le15,1
BisTrimethylsilylMethane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,le15,1
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,le15,1
BromomethylTrimethylSilane,289.15,1,C[Si](C)(C)CBr,le15,1
ChloromethylDimethylchlorosilane,294.15,1,C[Si](C)(Cl)CCl,le15,1
ChloromethylDimethylEthoxySilane,299.15,1,CCO[Si](C)(C)CCl,le15,1
ChloromethylDimethylPhenylSilane,326.15,1,C[Si](C)(CCl)c1ccccc1,le15,1
Chloromethylmethyldichlorosilane,293.15,1,C[Si](Cl)(Cl)CCl,le15,1
ChloromethylMethylDiethoxySilane,311.15,1,CCO[Si](C)(CCl)OCC,le15,1
ChloromethylTriethoxySilane,320.15,1,CCO[Si](CCl)(OCC)OCC,le15,1
ChloromethylTrimethoxySilane,299.15,1,CO[Si](CCl)(OC)OC,le15,1
ChloromethylTrimethylSilane-,271.15,1,C[Si](C)(C)CCl,le15,1
CyclohexylDimethylSilane,336.15,1,C[SiH](C)C1CCCCC1,le15,1
CyclohexylMethylDichloroSilane,339.15,1,Cl[SiH](Cl)CC1CCCCC1,le15,1
CyclohexylMethylDimethoxySilane,339.15,1,CO[SiH](CC1CCCCC1)OC,le15,1
CyclohexylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)C1CCCCC1,le15,1
CyclopentadienylTrimethylSilane,302.15,1,C[Si](C)(C)C1C=CC=C1,le15,1
CyclopentenyloxyTrimethylSilane,311.15,1,C[Si](C)(C)OC1=CCCC1,le15,1
CyclopentylDichloroSilane,316.15,1,Cl[SiH](Cl)C1CCCC1,le15,1
CyclopentylTrichloroSilane,350.15,1,Cl[Si](Cl)(Cl)C1CCCC1,le15,1
DecamethylCyclopentasiloxane,350.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
DecamethylTetraSiloxane,335.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
DichloromethylMethylDichloroSilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,le15,1
DichloroSilane-,236.15,1,Cl[SiH2]Cl,le15,1
DiethylaminoTrimethylSilane,283.15,1,CCN(CC)[Si](C)(C)C,le15,1
DiethylDichloroSilane,300.15,1,CC[Si](Cl)(Cl)CC,le15,1
DiethylDiethoxySilane,316.15,1,CCO[Si](CC)(CC)OCC,le15,1
DiethylMethylChloroSilane,288.15,1,CC[Si](C)(Cl)CC,le15,1
DiethylSilane-,253.15,1,CC[SiH2]CC,le15,1
DiisopropylaminoTrimethylSilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,le15,1
DimethylChloroSilane-,248.15,1,C[SiH](C)Cl,le15,1
DimethylDiacetoxySilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,le15,1
Dimethyldichlorosilane-,263.15,1,C[Si](C)(Cl)Cl,le15,1
DimethylDiethoxySilane,284.15,1,CCO[Si](C)(C)OCC,le15,1
DimethylDimethoxySilane-,265.15,1,CO[Si](C)(C)OC,le15,1
DimethylVinylChloroSilane-,268.15,1,CC(C)=C[SiH2]Cl,le15,1
DiphenylSilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,le15,1
DivinylDimethylSilane,281.15,1,C=C[Si](C)(C)C=C,le15,1
DodecamethylCyclohexasiloxane,366.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
DodecamethylPentasiloxane,352.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
EthoxyTrimethylSilane-,246.15,1,CCO[Si](C)(C)C,le15,1
Ethyl2trimethylsilylAcetate,308.15,1,CCOC(=O)C[Si](C)(C)C,le15,1
Ethyldichlorosilane-,264.15,1,CC[SiH](Cl)Cl,le15,1
EthylDimethylChloroSilane-,269.15,1,CC[Si](C)(C)Cl,le15,1
EthylDimethylSilane-,248.15,1,CC[SiH](C)C,le15,1
Ethylmethyldichlorosilane,275.15,1,CC[Si](C)(Cl)Cl,le15,1
EthylSilane-,213.15,1,CC[SiH3],le15,1
Ethyltrichlorosilane,300.15,1,CC[Si](Cl)(Cl)Cl,le15,1
EthylTriethoxySilane,313.15,1,CCO[Si](CC)(OCC)OCC,le15,1
EthylTrimethoxySilane,300.15,1,CC[Si](OC)(OC)OC,le15,1
EthylTrimethylSilane,300.15,1,CC[Si](C)(C)C,le15,1
HeptamethylDisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,le15,1
HeptamethylTrisiloxane,296.15,1,C[SiH](C)O[Si](C)(C)O[Si](C)(C)C,le15,1
HexaethylDisiloxane,349.15,1,CC[Si](CC)(CC)O[Si](CC)(CC)CC,le15,1
HexamethylCycloTrisiloxane,305.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
HexamethylDisilane-,272.15,1,C[Si](C)(C)[Si](C)(C)C,le15,1
HexamethylDisilaThiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,le15,1
HexamethylDisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,le15,1
HexamethylTrisiloxane,293.15,1,C[Si](C)(C)O[SiH2]O[Si](C)(C)C,le15,1
HexylDichloroSilane,337.15,1,CCCCCC[SiH](Cl)Cl,le15,1
HexylSilane,285.15,1,CCCCCC[SiH3],le15,1
HexylTrifluoroSilane-,266.15,1,CCCCCC[Si](F)(F)F,le15,1
HexylTrimethoxySilane,335.15,1,CCCCCC[Si](OC)(OC)OC,le15,1
IsobutylTrichloroSilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,le15,1
IsobutylTrimethoxySilane,315.15,1,CO[Si](CC(C)C)(OC)OC,le15,1
MethacryloxymethylTrimethylSilane,318.15,1,C=C(C)C(=O)OC[Si](C)(C)C,le15,1
MethoxyTrimethylSilane-,243.15,1,CO[Si](C)(C)C,le15,1
MethyldichloroSilane-,241.15,1,C[SiH](Cl)Cl,le15,1
MethylTriacetoxySilane,358.15,1,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,le15,1
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,le15,1
MethylTriethoxySilane,297.15,1,CCO[Si](C)(OCC)OCC,le15,1
MethylVinylDimethoxySilane,277.15,1,CC=C[SiH](OC)OC,le15,1
OctamethylCyclotetrasilazane,339.15,1,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,le15,1
OctamethylCyclotetrasiloxane,330.15,1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,le15,1
OctamethylTrisiloxane,303.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,le15,1
PhenethylDimethylChloroSilane,343.15,1,C[Si](C)(Cl)CCc1ccccc1,le15,1
PhenethylMethylDichloroSilane,353.15,1,Cl[SiH](Cl)CCCc1ccccc1,le15,1
PhenethylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)CCc1ccccc1,le15,1
PhenylDichloroSilane,321.15,1,Cl[SiH](Cl)c1ccccc1,le15,1
PhenylDimethylAcetoxySilane,345.15,1,CC(C)C(=O)O[SiH2]c1ccccc1,le15,1
PhenylDimethylChloroSilane,334.15,1,C[Si](C)(Cl)c1ccccc1,le15,1
PhenylDimethylSilane,311.15,1,C[SiH](C)c1ccccc1,le15,1
PhenylEthylDichloroSilane,365.15,1,Cl[SiH](Cl)CCc1ccccc1,le15,1
PhenylMethylChloroSilane,335.15,1,Cl[SiH2]Cc1ccccc1,le15,1
PhenylMethylDichloroSilane,355.15,1,Cl[SiH](Cl)Cc1ccccc1,le15,1
PhenylMethylDiethoxySilane,362.15,1,CCO[SiH](Cc1ccccc1)OCC,le15,1
PhenylMethylSilane,298.15,1,[SiH3]Cc1ccccc1,le15,1
PhenylSilane,281.15,1,[SiH3]c1ccccc1,le15,1
PhenylTrichloroSilane,364.15,1,Cl[Si](Cl)(Cl)c1ccccc1,le15,1
PhenylTriethoxySilane,369.15,1,CCO[Si](OCC)(OCC)c1ccccc1,le15,1
PhenylTrifluoroSilane-,283.15,1,F[Si](F)(F)c1ccccc1,le15,1
PhenylTrimethoxySilane,359.15,1,CO[Si](OC)(OC)c1ccccc1,le15,1
PropargyloxytrimethylSilane,300.15,1,C#CCO[Si](C)(C)C,le15,1
PropylTrisdimethylsiloxySilane,323.15,1,CCC[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15,1
secAmylTrichloroSilane,303.15,1,CCCC(C)[Si](Cl)(Cl)Cl,le15,1
TetraethoxySilane,323.15,1,CCO[Si](OCC)(OCC)OCC,le15,1
TetraisocyanatoSilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,le15,1
TetrakisDimethylsiloxySilane,340.15,1,C[SiH](C)O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,le15,1
TetramethoxySilane,294.15,1,CO[Si](OC)(OC)OC,le15,1
TetramethylDiethoxySiloxane,311.15,1,CCO[Si]([O])OC(C)(C)C(C)C,le15,1
TetramethylDivinylDisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,le15,1
TetramethylSilane-,245.15,1,C[Si](C)(C)C,le15,1
TetravinylSilane,291.15,1,C=C[Si](C=C)(C=C)C=C,le15,1
TrichloroSilane-,245.15,1,Cl[SiH](Cl)Cl,le15,1
TriethoxyChloroSilane,320.15,1,CCO[Si](Cl)(OCC)OCC,le15,1
TriethoxySilane,299.15,1,CCO[SiH](OCC)OCC,le15,1
TriethylAcetoxySilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],le15,1
TriethylChloroSilane,303.15,1,CC[Si](Cl)(CC)CC,le15,1
TriethylSilane-,271.15,1,CC[SiH](CC)CC,le15,1
TriisopropylSilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,le15,1
Trimethoxychlorosilane,295.15,1,CO[Si](Cl)(OC)OC,le15,1
TrimethylBromoSilane-,270.15,1,C[Si](C)(C)Br,le15,1
Trimethylchlorosilane-,246.15,1,C[Si](C)(C)Cl,le15,1
TrimethylFluoroSilane-,238.15,1,C[Si](C)(C)F,le15,1
TrimethylPhenylSilane,313.15,1,C[Si](C)(C)c1ccccc1,le15,1
TrimethylSilane-,204.15,1,C[SiH](C)C,le15,1
TrimethylSilylIsothiocyanate,308.15,1,C[Si](C)(C)N=C=S,le15,1
TrimethylsilylTrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,le15,1
TrimethylVinylSilane-,239.15,1,CC(C)=C(C)[SiH3],le15,1
TrisdimethylaminoSilane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,le15,1
TrisTrimethylSiloxyMethylSilane,336.15,1,C[Si](C)(C)OC([SiH3])(O[Si](C)(C)C)O[Si](C)(C)C,le15,1
TrivinylMethylSilane,288.15,1,C=CC([SiH3])(C=C)C=C,le15,1
VinylDiethylMethylSilane,288.15,1,C=C[Si](C)(CC)CC,le15,1
VinylDimethylEthoxySilane,277.15,1,C=C[Si](C)(C)OCC,le15,1
Vinylmethyldichlorosilane,277.15,1,C=CC[SiH](Cl)Cl,le15,1
VinylMethylDiethoxySilane,289.15,1,C=CC[SiH](OCC)OCC,le15,1
VinylPentamethylDisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,le15,1
VinylTriacetoxySilane,361.15,1,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,le15,1
Vinyltrichlorosilane,288.65,1,C=C[Si](Cl)(Cl)Cl,le15,1
VinylTriethoxySilane,312.15,1,C=C[Si](OCC)(OCC)OCC,le15,1
VinylTriethylSilane,302.15,1,C=C[Si](CC)(CC)CC,le15,1
VinylTrimethoxySilane,296.15,1,C=C[Si](OC)(OC)OC,le15,1
VinylTrimethylSilane-,253.15,1,C=C[Si](C)(C)C,le15,1
EthylSilane-,213.15,1,CC[SiH3],le15,1
TrimethylSilane-,204.15,1,C[SiH](C)C,le15,1
DiethylSilane-,253.15,1,CC[SiH2]CC,le15,1
EthylDimethylSilane-,248.15,1,CC[SiH](C)C,le15,1
TetramethylSilane-,245.15,1,C[Si](C)(C)C,le15,1
TrimethylFluoroSilane-,238.15,1,C[Si](C)(C)F,le15,1
DimethylChloroSilane-,248.15,1,C[SiH](C)Cl,le15,1
AllylDimethylSilane-,253.15,1,C=CC[SiH](C)C,le15,1
TrimethylVinylSilane-,239.15,1,CC(C)=C(C)[SiH3],le15,1
VinylTrimethylSilane-,253.15,1,C=C[Si](C)(C)C,le15,1
DichloroSilane-,236.15,1,Cl[SiH2]Cl,le15,1
EthylTrimethylSilane,300.15,1,CC[Si](C)(C)C,le15,1
MethoxyTrimethylSilane-,243.15,1,CO[Si](C)(C)C,le15,1
PhenylSilane,281.15,1,[SiH3]c1ccccc1,le15,1
Trimethylchlorosilane-,246.15,1,C[Si](C)(C)Cl,le15,1
1trimethylsilylpropyne-,270.15,1,CC#C[Si](C)(C)C,le15,1
DivinylDimethylSilane,281.15,1,C=C[Si](C)(C)C=C,le15,1
AllylTrimethylSilane,280.15,1,C=CC[Si](C)(C)C,le15,1
MethyldichloroSilane-,241.15,1,C[SiH](Cl)Cl,le15,1
HexylSilane,285.15,1,CCCCCC[SiH3],le15,1
TriethylSilane-,271.15,1,CC[SiH](CC)CC,le15,1
EthoxyTrimethylSilane-,246.15,1,CCO[Si](C)(C)C,le15,1
DimethylDimethoxySilane-,265.15,1,CO[Si](C)(C)OC,le15,1
DimethylVinylChloroSilane-,268.15,1,CC(C)=C[SiH2]Cl,le15,1
PhenylMethylSilane,298.15,1,[SiH3]Cc1ccccc1,le15,1
ChloromethylTrimethylSilane-,271.15,1,C[Si](C)(C)CCl,le15,1
EthylDimethylChloroSilane-,269.15,1,CC[Si](C)(C)Cl,le15,1
TrivinylMethylSilane,288.15,1,C=CC([SiH3])(C=C)C=C,le15,1
PropargyloxytrimethylSilane,300.15,1,C#CCO[Si](C)(C)C,le15,1
VinylDiethylMethylSilane,288.15,1,C=C[Si](C)(CC)CC,le15,1
Dimethyldichlorosilane-,263.15,1,C[Si](C)(Cl)Cl,le15,1
Ethyldichlorosilane-,264.15,1,CC[SiH](Cl)Cl,le15,1
"1,1dimethyl1sila2oxacyclohexane",287.15,1,C[Si]1(C)CCCCO1,le15,1
AllyloxytrimethylSilane,273.15,1,C=CCO[Si](C)(C)C,le15,1
VinylDimethylEthoxySilane,277.15,1,C=C[Si](C)(C)OCC,le15,1
TrimethylSilylIsothiocyanate,308.15,1,C[Si](C)(C)N=C=S,le15,1
AcetoxyTrimethylSilane,277.15,1,CC(=O)O[Si](C)(C)C,le15,1
MethylVinylDimethoxySilane,277.15,1,CC=C[SiH](OC)OC,le15,1
BisDimethylaminoMethylSilane-,270.15,1,CN(C)C([SiH3])N(C)C,le15,1
AllylDimethylChloroSilane,278.15,1,C=CC[Si](C)(C)Cl,le15,1
TrichloroSilane-,245.15,1,Cl[SiH](Cl)Cl,le15,1
PhenylDimethylSilane,311.15,1,C[SiH](C)c1ccccc1,le15,1
TetravinylSilane,291.15,1,C=C[Si](C=C)(C=C)C=C,le15,1
DiethylMethylChloroSilane,288.15,1,CC[Si](C)(Cl)CC,le15,1
CyclopentadienylTrimethylSilane,302.15,1,C[Si](C)(C)C1C=CC=C1,le15,1
"2,4pentadienylTrimethylSilane",291.15,1,C=CC=CC[Si](C)(C)C,le15,1
3trimethylsilylCyclopentene,299.15,1,C[Si](C)(C)C1C=CCC1,le15,1
Vinylmethyldichlorosilane,277.15,1,C=CC[SiH](Cl)Cl,le15,1
CyclohexylDimethylSilane,336.15,1,C[SiH](C)C1CCCCC1,le15,1
VinylTriethylSilane,302.15,1,C=C[Si](CC)(CC)CC,le15,1
Ethylmethyldichlorosilane,275.15,1,CC[Si](C)(Cl)Cl,le15,1
DiethylaminoTrimethylSilane,283.15,1,CCN(CC)[Si](C)(C)C,le15,1
AcetoxymethylTrimethylSilane,293.15,1,CC(=O)OC[Si](C)(C)C,le15,1
BisDiethylaminoDimethylSilane,308.15,1,CCN(CC)[Si](C)(C)N(CC)CC,le15,1
BisDimethylaminoDimethylSilane-,266.15,1,CN(C)[Si](C)(C)N(C)C,le15,1
HexamethylDisilane-,272.15,1,C[Si](C)(C)[Si](C)(C)C,le15,1
VinylTrimethoxySilane,296.15,1,C=C[Si](OC)(OC)OC,le15,1
DimethylDiethoxySilane,284.15,1,CCO[Si](C)(C)OCC,le15,1
AllylChloromethylDimethylSilane,300.15,1,C=CC[Si](C)(C)CCl,le15,1
Methyltrichlorosilane,276.15,1,C[Si](Cl)(Cl)Cl,le15,1
EthylTrimethoxySilane,300.15,1,CC[Si](OC)(OC)OC,le15,1
BenzylDimethylSilane,338.15,1,C[SiH](C)Cc1ccccc1,le15,1
TrimethylPhenylSilane,313.15,1,C[Si](C)(C)c1ccccc1,le15,1
TriethylChloroSilane,303.15,1,CC[Si](Cl)(CC)CC,le15,1
TetramethoxySilane,294.15,1,CO[Si](OC)(OC)OC,le15,1
ChloromethylDimethylEthoxySilane,299.15,1,CCO[Si](C)(C)CCl,le15,1
TrimethylBromoSilane-,270.15,1,C[Si](C)(C)Br,le15,1
AllylMethylDichloroSilane,300.15,1,C=CCC[SiH](Cl)Cl,le15,1
CyclopentenyloxyTrimethylSilane,311.15,1,C[Si](C)(C)OC1=CCCC1,le15,1
Trimethoxychlorosilane,295.15,1,CO[Si](Cl)(OC)OC,le15,1
PhenylMethylChloroSilane,335.15,1,Cl[SiH2]Cc1ccccc1,le15,1
BischloromethylDimethylSilane,319.15,1,C[Si](C)(CCl)CCl,le15,1
DiethylDichloroSilane,300.15,1,CC[Si](Cl)(Cl)CC,le15,1
TriisopropylSilane,310.15,1,CC(C)[SiH](C(C)C)C(C)C,le15,1
ChloromethylDimethylchlorosilane,294.15,1,C[Si](C)(Cl)CCl,le15,1
Ethyl2trimethylsilylAcetate,308.15,1,CCOC(=O)C[Si](C)(C)C,le15,1
VinylMethylDiethoxySilane,289.15,1,C=CC[SiH](OCC)OCC,le15,1
BisTrimethylsilylMethane,285.15,1,C[Si](C)(C)C[Si](C)(C)C,le15,1
TrisdimethylaminoSilane,298.15,1,CN(C)[SiH](N(C)C)N(C)C,le15,1
HexamethylDisilazane,281.15,1,C[Si](C)(C)N[Si](C)(C)C,le15,1
Vinyltrichlorosilane,288.65,1,C=C[Si](Cl)(Cl)Cl,le15,1
PhenylTrifluoroSilane-,283.15,1,F[Si](F)(F)c1ccccc1,le15,1
AllylTrimethoxySilane,319.15,1,C=CC[Si](OC)(OC)OC,le15,1
1methoxy2propoxyTrimethylSilane,293.15,1,COCC(C)O[Si](C)(C)C,le15,1
2chloromethyl3trimethylsilyl1propene,316.15,1,C=C(CCl)C[Si](C)(C)C,le15,1
Chloromethylmethyldichlorosilane,293.15,1,C[Si](Cl)(Cl)CCl,le15,1
Ethyltrichlorosilane,300.15,1,CC[Si](Cl)(Cl)Cl,le15,1
TriethoxySilane,299.15,1,CCO[SiH](OCC)OCC,le15,1
BenzylTrimethylSilane,335.15,1,C[Si](C)(C)Cc1ccccc1,le15,1
BromomethylTrimethylSilane,289.15,1,C[Si](C)(C)CBr,le15,1
2cyanoethylMethylDichloroSilane,333.15,1,C[Si](Cl)(Cl)CCC#N,le15,1
1heptynylTrimethylSilane,315.15,1,CCCCCC#C[Si](C)(C)C,le15,1
CyclopentylDichloroSilane,316.15,1,Cl[SiH](Cl)C1CCCC1,le15,1
HexylTrifluoroSilane-,266.15,1,CCCCCC[Si](F)(F)F,le15,1
ChloromethylTrimethoxySilane,299.15,1,CO[Si](CCl)(OC)OC,le15,1
PhenylDimethylChloroSilane,334.15,1,C[Si](C)(Cl)c1ccccc1,le15,1
3chloropropylDimethylChloroSilane,313.15,1,C[Si](C)(Cl)CCCCl,le15,1
MethacryloxymethylTrimethylSilane,318.15,1,C=C(C)C(=O)OC[Si](C)(C)C,le15,1
DiisopropylaminoTrimethylSilane,301.15,1,CC(C)N(C(C)C)[Si](C)(C)C,le15,1
TriethylAcetoxySilane,314.15,1,CCC(CC)(CC)C(=O)O[SiH3],le15,1
VinylPentamethylDisiloxane,285.15,1,C=C[Si](C)(C)O[Si](C)(C)C,le15,1
HeptamethylDisilazane,300.15,1,CN([Si](C)(C)C)[Si](C)(C)C,le15,1
AllylTrichloroSilane,304.15,1,C=CC[Si](Cl)(Cl)Cl,le15,1
DimethylDiacetoxySilane,310.15,1,CC(=O)O[Si](C)(C)OC(C)=O,le15,1
DiethylDiethoxySilane,316.15,1,CCO[Si](CC)(CC)OCC,le15,1
PhenylDichloroSilane,321.15,1,Cl[SiH](Cl)c1ccccc1,le15,1
bisChloromethylMethylChloroSilane,315.15,1,C[Si](Cl)(CCl)CCl,le15,1
IsobutylTrimethoxySilane,315.15,1,CO[Si](CC(C)C)(OC)OC,le15,1
MethylTriethoxySilane,297.15,1,CCO[Si](C)(OCC)OCC,le15,1
HexamethylDisilaThiane,299.15,1,C[Si](C)(C)S[Si](C)(C)C,le15,1
1bromovinylTrimethylSilane,288.15,1,C=C(Br)[Si](C)(C)C,le15,1
2bromovinylTrimethylSilane,288.15,1,C[Si](C)(C)C=CBr,le15,1
3chloropropylMethylDimethoxySilane,318.15,1,CO[Si](C)(CCCCl)OC,le15,1
ChloromethylMethylDiethoxySilane,311.15,1,CCO[Si](C)(CCl)OCC,le15,1
DiphenylSilane,371.15,1,c1ccc([SiH2]c2ccccc2)cc1,le15,1
BenzylDimethylChloroSilane,346.15,1,C[Si](C)(Cl)Cc1ccccc1,le15,1
ChloromethylDimethylPhenylSilane,326.15,1,C[Si](C)(CCl)c1ccccc1,le15,1
HexylDichloroSilane,337.15,1,CCCCCC[SiH](Cl)Cl,le15,1
"1,3divinylTetramethylDisilazane",307.15,1,C=C[Si](C)(C)N[Si](C)(C)C=C,le15,1
TrimethylsilylTrifluoroacetate,273.15,1,C[Si](C)(C)OC(=O)C(F)(F)F,le15,1
TetramethylDivinylDisiloxane,292.15,1,C=C[Si](C)(C=C)O[Si](C)(C)C,le15,1
BistrimethylsilylCarbodiimide,315.15,1,C[Si](C)(C)N=C=N[Si](C)(C)C,le15,1
Bromomethyldimethylchlorosilane,314.15,1,C[Si](C)(Cl)CBr,le15,1
CyclohexylMethylDimethoxySilane,339.15,1,CO[SiH](CC1CCCCC1)OC,le15,1
VinylTriethoxySilane,312.15,1,C=C[Si](OCC)(OCC)OCC,le15,1
PhenylMethylDichloroSilane,355.15,1,Cl[SiH](Cl)Cc1ccccc1,le15,1
3bromo1trimethylsilyl1propyne,335.15,1,C[Si](C)(C)C#CCBr,le15,1
3chloropropylMethylDichloroSilane,359.15,1,C[Si](Cl)(Cl)CCCCl,le15,1
IsobutylTrichloroSilane,310.15,1,CC(C)C[Si](Cl)(Cl)Cl,le15,1
EthylTriethoxySilane,313.15,1,CCO[Si](CC)(OCC)OCC,le15,1
PhenylDimethylAcetoxySilane,345.15,1,CC(C)C(=O)O[SiH2]c1ccccc1,le15,1
TetraisocyanatoSilane,323.15,1,O=C=N[Si](N=C=O)(N=C=O)N=C=O,le15,1
CyclohexylMethylDichloroSilane,339.15,1,Cl[SiH](Cl)CC1CCCCC1,le15,1
1chloroethyltrichlorosilane,288.15,1,CC(Cl)[Si](Cl)(Cl)Cl,le15,1
2chloroethyltrichlorosilane,301.15,1,ClCC[Si](Cl)(Cl)Cl,le15,1
DichloromethylMethylDichloroSilane,301.15,1,C[Si](Cl)(Cl)C(Cl)Cl,le15,1
PhenylTrimethoxySilane,359.15,1,CO[Si](OC)(OC)c1ccccc1,le15,1
3chloropropylTrimethoxySilane,351.15,1,CO[Si](CCCCl)(OC)OC,le15,1
TriethoxyChloroSilane,320.15,1,CCO[Si](Cl)(OCC)OCC,le15,1
