compound,flashpoint
3-ethylpent-2-ene,36
ethylcyclopentane,15.6
1heptene,-8.15
233trimethyl1butene-17oC,-17
2ethyl1pentene-10oC,-10
2methyl1hexene,-6.15
3ethyl1pentene-17oC,-17
3methyl1hexene-6oC,-6
4methyl1hexene-15oC,-15
Cycloheptane,5.85
Ethylcyclopentane,14.85
methylcyclohexane108872,-4
11dichloroethane,-6.15
12dichloroethane,12.85
"2,2,2-trifluoroethanamine",-16
methyl 2-cyanoacetate,42.7
"2,5-Pyrrolidinedione",160
ethyl cyanoformate,24.4
25pyrrolidinedione179oC,179
Guanazole (VAN) (8CI),271.6
5-methylpyrrolidin-2-one,127.5
"Isocyanic acid, butyl ester",17.8
piperidin-2-one,133.1
1-isocyanato-2-methylpropane,17.1
"Propionitrile, 3-ethoxy- (8CI)",63.9
"Acetamide, N-ethenyl-N-methyl-",62.9
"Crotonamide, 3-methyl-",91.2
"2-Pyrrolidinone, 1-methyl-",91
"2-Propenamide, N,N-dimethyl-",71.7
1methyl2pyrrolidinone,85.85
2ethyloxazoline,28.85
ButylIsocyanate111364,26.7
"Isothiocyanic acid, allyl ester",36.3
"2-methyl-1,3-thiazole",28.9
"4-methyl-1,3-thiazole",32
AllylIsothiocyanate57067,46.1
2-methylpiperidine,16
"1H-Azepine, hexahydro-",18
4-methylpiperidine,7.2
"Piperidine, 1-methyl-",3.3
1-ethylpyrrolidine,1.6
"Allylamine, N-ethyl-2-methyl- (6CI,8CI)",7.2
"Cyclopentylamine, 1-methyl- (6CI)",9.2
Cyclohexylamine,26.85
Hexamethyleneimine111499,17.85
"Ethanol, 2,2,2-trifluoro-",29.4
Dihydro25furandione151oC,151
"2-Propenoic acid, 2-methyl-, methyl ester",10
"1-Propen-2-ol, acetate",12.9
"2(3H)-Furanone, dihydro-5-methyl-",74.98
Glutaraldehyde,66
"2,4-Pentanedione",43.1
"2-Propenoic acid, ethyl ester",15.556
"2-Butenoic acid, 3-methyl-",96
(Z)-2-methylbut-2-enoic acid,95.9
4-Pentenoic acid,89
"Acetic acid, 2-propenyl ester",6.7
"2,3-Pentanedione",19.7
"2-Butenoic acid, methyl ester, (2E)-",4
alpha-Methyl-gamma-butyrolactone,75
cyclobutanecarboxylic acid,83
"2-Vinyl-1,3-dioxolane",21
2-methylcyclopropane-1-carboxylic acid,87.8
oxan-2-one,81
methyl cyclopropanecarboxylate,17
oxan-4-one,63.6
1propene2olAcetate10oC,10
24pentanedione123546,34
2propenylAcetate22oC,22
Allylacetate,5.85
dValerolactone,99.85
Ethylacrylate140885,15.6
gammaValerolactone,80.85
IsopropenylAcetate108225,15.6
MethylCyclopropanecarboxylate,16.85
MethylMethacrylate,9.85
"Urea, N-2-propen-1-yl-",55.3
"Pyrrolidine, 1-nitroso-",83.3
"2-Propen-1-amine, N-methyl-N-nitroso- (9CI)",65.8
"2-Butanone, 3,3-dimethyl-",23.9
"2-Pentanone, 4-methyl-",13.3
Cyclohexanol,67.778
"Valeraldehyde, 2-methyl- (8CI)",16.7
(E)-hex-3-en-1-ol,44.4
3-methylpentan-2-one,12
2-methylpentan-3-one,10.8
3-Hexanone,23
2-Hexanone,23
oxepane,14.2
Hex-5-en-1-ol,47.2
"1-Penten-3-ol, 3-methyl-",26
"4-Hexen-1-ol, (4E)-",61.1
(Z)-hex-2-en-1-ol,61.7
"3-Hexen-1-ol, (3Z)-",44
"3-Hexen-1-ol, (3E)-",44.4
"Valeraldehyde, 4-methyl-",17.8
"Furan, tetrahydrodimethyl-",4.5
"Oxirane, butyl- (9CI)",21.8
"2-Penten-1-ol, 2-methyl-",60.8
"3,3-Dimethylbutyraldehyde",10.6
cyclopentylmethanol,62.2
1-Hexen-3-ol,35
3-methylpentanal,17.8
3-methylcyclopentan-1-ol,55
"(1R,2S)-2-methylcyclopentan-1-ol",47.2
2-methylpent-3-en-2-ol,24.2
Hexaldehyde,32
"Butyraldehyde, 2-ethyl-",21.1
"2-Hexen-1-ol, (2E)-",54
"Oxirane, 3-ethyl-2,2-dimethyl-",4.3
1-methylcyclopentan-1-ol,40.6
2ethylbutanal,20.85
2hexanone591786,35
2methyl3pentanone,12.85
33dimethyl2butanone12oC,12
3hexanone,13.85
3methyl2pentanone,11.85
4methyl2pentanone108101,18
5hexen1ol,46.85
Butylvinylether,-9.15
Cyclohexanol108930,68
Hexanal,31.85
Isobutylvinylether109535,-9
MethylIsobutylKetone,13.85
nbutylvinylether111342,-9.15
Pinacolone,4.85
"Piperazine, 1-methyl-",42.2
"1H-1,4-Diazepine, hexahydro-",64.4
piperidin-1-amine,36.1
"1,2-Diethyldiaziridine",2.6
"Piperazine, 2-methyl-",45.1
"2,4-dimethylpentane",-12.2
Heptane,-1.1
223trimethylbutane,-6.15
23dimethylpentane,-6.15
24dimethylpentane108087,-12.2
2methylhexane,-3.15
3methylhexane,-3.15
Heptane142825,-1
AllylDimethylSilane-20oC,-20
CyclotrimethyleneDimethylSilane-5oC,-5
TrimethylVinylSilane-34oC,-34
VinylTrimethylSilane-20oC,-20
DichloroSilane-37oC,-37
"2,3-Butanedione, monooxime",185.5
N-acetylacetamide,101.8
"2-Propenamide, N-(hydroxymethyl)-",146.2
"1,3,4-Thiadiazole, 2-amino-",98.3
3-methylbutanamide,94.1
"Formamide, N,N-diethyl-",60
(NZ)-N-pentan-2-ylidenehydroxylamine,78
pentanamide,94.3
"N,N-dimethylpropanamide",65.8
N-tert-butylformamide,95.7
4methylmorpholine109024,23.9
Nmethylmorpholine,13.85
"Propane, 1-isothiocyanato-",-15
"2-methyl-4,5-dihydro-1,3-thiazole",37.2
4-methylpentan-2-amine,12
1-Hexanamine,27
"N,N-dimethylbutan-1-amine",5
Isohexylamine,25.7
N-propan-2-ylpropan-1-amine,1.1
"2-Propanamine, N-(1-methylethyl)-",-7
"1-Propanamine, N-propyl-",3
"3,3-dimethylbutan-1-amine",1.1
"1-Butanamine, N-ethyl-",18
"3,3-Dimethylbutylamine",5.6
13dimethylbutylamine108098,12.8
1heptanamine35oC,35
ButylDimethylAmine-3oC,-3
Diisopropylamine108189,-1
Dipropylamine142847,17
Hexylamine111262,8.9
3-oxobutanoic acid,111.8
methyl 2-oxopropanoate,39
"Carbonic acid, cyclic propylene ester",135.3
Aceticanhydride,48.85
CarbamoylGuanidineAmidinoUreaSaltCAS141833flash147,147
Ethynylbenzene31oC,31
"Propanoic acid, 2,2-dimethyl-",68.3
"Propanoic acid, ethyl ester",12.2
"Acetic acid, 1-methylethyl ester",16.7
"Acetic acid, propyl ester",12.8
"Ethanol, 2-(2-propenyloxy)-",55
3-hydroxy-3-methylbutan-2-one,42.2
"Butyric acid, 2-methyl- (6CI,8CI)",73.4
"Butanoic acid, 3-methyl-",73.4
"Formic acid, 2-methylpropyl ester",10
"Propanoic acid, 2-methyl-, methyl ester",4.4
"Hydracrylaldehyde, 2,2-dimethyl- (6CI,7CI,8CI)",60.3
"2-Pentanone, 5-hydroxy- (8CI)(9CI)",93
"Ethene, (2-methoxyethoxy)- (9CI)",9.3
"2,2-dimethyl-1,3-dioxolane",1.7
"Butanal, 3-methoxy- (9CI)",26.2
"3,3-dimethoxyprop-1-ene",-2.8
"Furfuryl alcohol, tetrahydro- (8CI)",74
"Formic acid, sec-butyl ester (8CI)",3.5
"4-methyl-1,3-dioxane",22.2
2-(ethoxymethyl)oxirane,23.5
2methylbutyricacid,76.85
3ethoxypropionaldehyde2806851,38
3methylbutanoicacid,73.85
Butylformate592847,18
Ethylpropionate105373,12
Isobutylformate542552,9.85
Isopropylacetate108214,2
IsovalericAcid503742,69.85
Methylbutyrate623427,14
MethylIsobutyrate,2.85
PentanoicAcid109524,88
PivalicAcid,63.85
Propylacetate109604,12
tertButylFormate,-9.15
Tetrahydro2furanmethanol70oC,70
"Ethanamine, N-ethyl-N-nitroso-",59
"1,1,3-trimethylurea",94.4
Butyrohydrazide,104.9
morpholin-4-amine,58
fluorocyclohexane,8.9
Fluorocyclohexane,4.85
2-Imidazolidinethione,43.5
Hexyl alcohol,60
"Propane, 1,1'-oxybis-",-20
"2-Butanol, 3,3-dimethyl-",28.9
2-methylpentan-2-ol,21.1
hexan-3-ol,41.667
"1-Butanol, 3,3-dimethyl-",47.8
"1-Pentanol, 4-methyl- (9CI)",51.7
hexan-2-ol,41
"Ether, butyl ethyl",-1
"Propane, 2-ethoxy-2-methyl-",-19
"1-Butanol, 2,2-dimethyl-",37.4
"Pentanol, 4-methyl-",51.7
"2,3-dimethylbutan-2-ol",29.4
1ethoxybutane,-5.15
1hexanol11273,60
2ethoxy2methylpropane,-19.15
2ethyl1butanol,56.85
2ethyl1butanol57oC,57
2hexanol626937,57.8
2methyl1pentanol,49.85
2methyl3pentanol,45.85
3methyl1pentanol,57.85
3methyl2pentanol,39.85
3methyl3pentanol24oC,24
4methyl1pentanol,50.85
4methyl2pentanol,40.85
Butylethylether628819,4.4
DiisopropylEther,-28.15
Dipropylether111433,21.1
Isopropylether108203,-29.15
methyltertpentylether,-11.15
"N,N',N'-trimethylethane-1,2-diamine",9.4
15pentanediamine62oC,62
NNdimethyl13propanediamine,34.85
thiane,21.1
2-methylthiolane,28.1
3-methylthiolane,28.1
Cyclopentanethiol,24.85
EthylTrimethylSilane27oC,27
"Cyclopentene, 3-chloro-",8.7
3-chloro-3-methylbut-1-yne,4.4
5chloro1pentyne,14.85
"Urea, 1-methyl-1-nitroso- (8CI)",53.1
Benzonitrile100470,71.7
"Carbamic acid, N-methyl-, ethyl ester",57.8
"Acetamide, N-(2-hydroxyethyl)-",176.7
"Nitrous acid, butyl ester",-12
"Propane, 2-methyl-2-nitro-",19
2-methyl-1-nitropropane,38.2
"Glycine, N,N-dimethyl-",59.8
propan-2-yl carbamate,90.1
"Nitrous acid, 2-methylpropyl ester",-21
nbutylnitrite,-13.15
tertButylNitrite,-23.15
"2-Propanol, 1-(dimethylamino)-",35
2-(propan-2-ylamino)ethanol,70.3
5-Aminopentan-1-ol,65.6
"1-Pentanol, 2-amino-",95
"1-Propanamine, 3-ethoxy-",32.8
2-(dimethylamino)propan-1-ol,32.1
(1)-2-Amino-3-methylbutan-1-ol,90
"Ethanol, 2-(propylamino)-",78.3
"1-Propanol, 3-(dimethylamino)-",36.1
"1,2-Ethanediamine, N-(2-aminoethyl)-",94.444
"Ethanamine, 2-hydrazino-N,N-dimethyl-",65.9
Diethylenetriamine111400,98
thiomorpholine,60
NNdimethylaminoDimethylSilane-13oC,-13
"Butanenitrile, 4-chloro-",85
Propanedioic acid,201.9
"Guanidine, 1-nitro-",149.3
4-Pyridinecarbonitrile,82.7
3-Pyridinecarbonitrile,84.444
Picolinonitrile (8CI),89.4
"Ethylene glycol, monoacetate",77.4
methyl 2-hydroxypropanoate,49
"Acetic acid, 2-ethoxy-",93.1
methyl 3-hydroxypropanoate,72.6
methyl 2-methoxyacetate,35
ethyl 2-hydroxyacetate,61.7
3pyridinecarbonitrile84oC,84
"Benzene, ethenyl-",31.105
1357cyclooctatetraene,21.85
EthenylBenzene32oC,32
Styrene100425,32
"Ethanol, 2-(1-methylethoxy)-",43
"1-Propanol, 3-ethoxy-",54.4
3-Hydroxy-3-methylbutan-1-ol,91.3
2-(Propyloxy)ethanol,51.2
"1,2-dimethoxypropane",0.6
"1-Propanol, 2-ethoxy-",45.9
"1-Butanol, 3-methoxy-",46.7
"Hydroperoxide, 1,1-dimethylpropyl",41.2
"Pentane-1,2-diol",104
"2-methylbutane-2,3-diol",70.2
15pentanediol,128.85
1ethoxy2propanol42oC,42
22dimethyl13propanediol,106.85
24pentanediol101oC,101
2isopropoxyethanol,42.85
Ethylal,-5.15
"Ethanol, 2-((2-aminoethyl)amino)-",90.5
2-(2-aminoethoxy)ethanamine,74.8
22aminoethylaminoethanol111411,129
"Hexane, 1-fluoro-",27.2
S-ethyl ethanethioate,18.3
thiolane 1-oxide,116.5
"Propionaldehyde, 3-(methylthio)-",61.1
"1,4-Oxathiane",55.6
14thioxane15980151,42.2
3methylthioPropionaldehyde3268493,61.1
4thiapentanal,57.85
"Urea, 1,3-dimethyl-2-thio-",200
2-methylbutane-1-thiol,19.4
1-ethylsulfanylpropane,18.9
3-methylbutane-1-thiol,18.3
1-methylsulfanylbutane,20.6
"2-Butanethiol, 2-methyl-",-1
1pentanethiol110667,18.3
2methyl1butanethiol,18.85
2pentanethiol,8.85
3methyl2butanethiol,18.85
tertButylMethylSulfide,-3.15
MethoxyTrimethylSilane-30oC,-30
2-methylprop-2-enoyl chloride,27.7
(E)-but-2-enoyl chloride,35
"2-Butenal, 2-chloro- (9CI)",43.8
3-Chlorocrotonaldehyde,39.7
1-chloro-3-methylbut-2-ene,4
chlorocyclopentane,15
"1-Butene, 3-chloro-2-methyl-",2
"2-Butene, 1-chloro-2-methyl-",8.8
Chlorocyclopentane,14.85
Serine,192.582
propan-2-yl nitrate,12.8
Propylnitrate627134,20
"Pyridine, 4-ethenyl-",51.667
"Pyridine, 2-ethenyl-",46.7
"Pyridine, 3-ethenyl-",50.9
"Ethanol, 2-(2-aminoethoxy)-",76.6
"Ethanol, 2,2'-iminobis-",137.778
"1,3-Propanediol, 2-amino-2-methyl-",109.7
Diethanolamine,136.85
"Semicarbazide, 4-methyl-3-thio- (8CI)",55.6
"Acetic acid, 2-fluoro-, ethyl ester",30
Benzaldehyde100527,63
(E)-hex-3-enedinitrile,146.2
"Ethanol, 2-(methoxymethoxy)-",37.8
"Ethanol, 2,2'-oxybis-",143.333
trimethoxymethane,15.6
123butanetriol201oC,201
124butanetriol167oC,167
3hexenedinitrile145oC,145
DiethyleneGlycol111464,124
Trimethoxymethane,14.85
"Propanoic acid, 3-mercapto-",100.737
"Acetic acid, mercapto-, methyl ester",56
"Ethene, (methylsulfonyl)- (9CI)",113
"Benzene, 1,3-dimethyl-",25
"octa-1,7-diyne",23.3
"(1Z,3Z,5Z)-cycloocta-1,3,5-triene",27.8
Carbonothioic dihydrazide,93
12dimethylbenzene,31.85
13dimethylBenzene25oC,25
14dimethylbenzene,24.85
17octadiyne,22.85
Ethylbenzene100410,15
mXylene108383,27
oXylene95476,32
pXylene,26.85
2-ethylsulfanylethanol,16.1
"1,3-dithiolane",63.6
"Acrylic acid, 3-chloro-, (Z)- (8CI)",70.1
2-methylpropanoyl chloride,1.1
"Ether, 2-chloroethyl vinyl",16
Butanoyl chloride,21.7
2-(chloromethyl)-2-methyloxirane,34.5
"2-Butanone, 3-chloro-",23
2-chloro-2-methylpropanal,25.5
1-chloropentane,11.1
2-chloro-2-methylbutane,3.4
2-chloropentane,9.8
"1-chloro-2,2-dimethylpropane",-8.9
1-chloro-3-methylbutane,16
1chloropentane,40.85
2chloropentane,-0.15
Bromoethene (9CI),-17.2
3-Pyridinecarboxaldehyde,84
pyridine-2-carbaldehyde,54.4
Benzenemethanamine,60
"Benzenamine, N-methyl-",78.889
"Pyridine, 2-ethyl-",29.4
"Pyridine, 2,6-dimethyl-",33.3
4-ethylpyridine,47
3-ethylpyridine,48.9
"Pyridine, 3,4-dimethyl-",53
"3,5-dimethylpyridine",53
3-Cyclohexene-1-carbonitrile,65.8
"2,3-dimethylpyridine",45.4
"Pyridine, 2,5-dimethyl-",48
24dimethylpyridine108474,37.2
2methylbenzenamine85oC,85
3methylbenzenamine86oC,86
4methylaniline,85.85
4methylbenzenamine87oC,87
mToluidine108441,85.85
Nmethylaniline,79.85
oToluidine95534,85
pToluidine106490,87
"Carbamoyl chloride, dimethyl-",68.3
chloromethyl thiocyanate,83.9
"2,5-Cyclohexadiene-1,4-dione",59.3
"Maleonitrile, diamino- (8CI)",222.7
"Ethylene glycol, cyclic sulfite (8CI)",79
"Methanesulfinic acid, 1-amino-1-imino-",168.7
"Phenol, 2-methyl-",77.1
Benzenemethanol,97.5
"Benzene, methoxy-",44.454
"Phenol, 4-methyl-",81
"Phenol, 3-methyl-",86.111
Benzylalcohol100-51-6,93
mCresol108394,86
Methoxybenzene100663,51
oCresol95487,81
pCresol106445,86
"Hydrazine, phenyl-",115.4
"1,4-Benzenediamine",135.9
"1,3-Benzenediamine",147.6
"Pyrazine, 2,6-dimethyl-",52.8
Hexanedinitrile,149
"Pyrazine, 2,5-dimethyl-",63.9
"2-Pyridinamine, 4-methyl-",114
"4,6-dimethylpyrimidine",56
"Pyridine, 2-amino-3-methyl-",109.9
"Pyridine, 2-amino-6-methyl-",103
"4-Pyridinamine, 3-methyl- (9CI)",138.4
pyridin-2-ylmethanamine,90
pyridin-3-ylmethanamine,100
pyridin-4-ylmethanamine,108.3
"1,5-Valerodinitrile, 2-methyl-",126
N-methylpyridin-2-amine,87.8
"Pyrazine, 2,3-dimethyl-",54.4
"Pyrazine, 2-ethyl-",42.8
"2,4-dimethylpyrimidine",36.7
2-ethylbutanedinitrile,126.4
"1,2-Benzenediamine",110
"2-Pyridinamine, 5-methyl-",110.9
12benzenediamine156oC,156
13benzenediamine138oC,138
14benzenediamine156oC,156
14dicyanobutane111693,158.85
Adiponitrile,158.85
"Cyclohexene, 4-vinyl- (8CI)",16
"(3E)-2,5-dimethylhexa-1,3,5-triene",18.1
"(1Z,5Z)-cycloocta-1,5-diene",38
1-ethenylcyclohexene,22.7
15cyclooctadiene,31.85
4vinyl1cyclohexene100403,16.1
PhenylSilane8oC,8
"propane-1,3-dithiol",58.9
"propane-1,2-dithiol",35
bis(methylsulfanyl)methane,43
"Acetic acid, 2-chloro-, methyl ester",51.7
"Propanoic acid, 3-chloro-",125
"Carbonochloridic acid, ethyl ester",18.8
"Propanoic acid, 2-chloro-",107
chloromethyl acetate,8.9
2-methoxyacetyl chloride,28
2chloropropionicAcid598787,107.2
Carbonochloridicacidethylester,15.85
EthylChloroformate541413,16
1-chloro-2-methylpropan-2-ol,61
1-chloro-2-ethoxyethane,15.6
"1-Butanol, 4-chloro-",77.2
1-chloro-3-methoxypropane,27.9
"Propane, 1-chloro-2,3-epithio-",57.5
Trimethylchlorosilane-27oC,-27
Bromoethane,-20.15
"Phenol, 2-amino-",168
pyridin-3-ylmethanol,97.5
"Phenol, 4-amino-",189
"Phenol, 3-amino-",155
3-methyl-1H-pyridin-2-one,172.7
1-(1H-Pyrrol-2-yl)ethan-1-one,92.4
"Hydroxylamine, N-phenyl-",120.2
2-methoxypyridine,32
"Pyridine-2,6-diyldiamine",161.3
thiophene-2-carbonitrile,53.3
Cyclohexanecarbonitrile,68.8
"1,2,5-trimethylpyrrole",52.2
Cyclohexanecarbonitrile,64.85
1-chloro-1-nitroethane,29.7
1-chloro-2-nitroethane,56.5
"Acetonitrile, dichloro-",36
"Phosphonic acid, dimethyl ester",29.444
phenylphosphane,-28.9
"2-Furancarboxaldehyde, 5-methyl-",72
"Ethanone, 1-(2-furanyl)-",71.1
12benzendiol127oC,127
13benzendiol127oC,127
14benzenediol165oC,165
Hydroquinone,164.85
"Pyridine, 4-amino-, 1-oxide",85.7
"Ethanone, 1-(1H-imidazol-1-yl)-",88
"Benzene, 1-fluoro-2-methyl-",11.4
"Benzene, 1-fluoro-4-methyl-",11.9
"Toluene, m-fluoro- (8CI)",9.4
fluoromethylbenzene,17.4
oFluorotoluene95523,12.8
"Methanesulfonic acid, methyl ester",104
dimethyl sulfite,30
3-Cyclohexene-1-carboxaldehyde,57.2
dicyclopropylmethanone,39.4
3-methylcyclohex-2-en-1-one,68.3
Cyclohexenecarboxaldehyde,71.1
2-ethyl-5-methylfuran,15.1
2-propylfuran,14.8
3-methylcyclohex-3-en-1-one,55.5
1-ethynylcyclopentan-1-ol,48.9
2-ethyl-5-methyl-1H-imidazole,137.8
"1,3,5-trimethylpyrazole",40
Benzenethiol,50.6
Thiophenol108985,50.6
oct-1-yne,17
ethenylcyclohexane,21.1
"2,4-Hexadiene, 2,5-dimethyl-",25
cyclooctene,25
ethylidenecyclohexane,23.9
1-ethylcyclohexene,19.2
1-methylcycloheptene,20.6
"1,2-dimethylcyclohexene",16.8
3-ethylcyclohexene,12.9
oct-2-yne,24.1
prop-2-enylcyclopentane,12.2
"1,7-Octadiene",9.4
"(2E,6E)-octa-2,6-diene",13.7
"4,4-dimethylcyclohexene",2.7
oct-3-yne,22
17octadiene,8.85
1octyne-14oC,-14
25dimethyl15hexadiene7oC,7
25dimethyl24hexadiene,28.85
2propenylcyclopentane,11.85
4octyne,17.85
Ethenylcyclohexane,21.85
3chloro12propanediol135oC,135
1-chloro-4-fluorobutane,9.9
3chloro1propanethiol,42.85
"1-Propene, 2,3-dichloro-",10
"1-Propene, 1,3-dichloro-",27.8
"Propene, 1,2-dichloro-",15.7
"3,3-dichloroprop-1-ene",3
"1-Propene, 1,1-dichloro- (9CI)",0.6
"1-Propene, 1,3-dichloro-, (Z)- (9CI)",24
"(E)-1,3-dichloroprop-1-ene",27.8
"2-Propenoic acid, 2-cyano-, methyl ester",67.6
"Acrylonitrile, 2-hydroxy-, acetate (ester) (8CI)",63.9
"Aniline, o-fluoro- (8CI)",60
"Aniline, p-fluoro- (8CI)",77.9
"Aniline, m-fluoro- (8CI)",77.2
1-Ethenyl-2-pyrrolidinone (9CI),93.9
"Propanenitrile, 3-(2-propenyloxy)- (9CI)",82.9
1-(furan-2-yl)-N-methylmethanamine,34
"2,4,5-Trimethyloxazole",33.3
1H-Imidazole-4-ethanamine,180.3
Heptane-1-nitrile,60.5
"2-Propyn-1-amine, N,N-diethyl-",156
"1-Propyn-1-amine, N,N-diethyl- (9CI)",38.7
Heptanenitrile,57.85
"2-Propanone, 1,1,1-trifluoro-",-30
2-Furancarboxylic acid,94.2
"2,5-Furandione, 3-methyl-",101
3methyl25furandione101oC,101
"3,6-Pyridazinedione, 1,2-dihydro-",242.4
1H-imidazole-5-carboxylic acid,253.2
"4(1H)-Pyrimidinone, 6-hydroxy-",170.6
"Phenol, 2-fluoro-",46.7
"Phenol, 4-fluoro-",74.8
3-fluorophenol,71
"2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",100.7
"2H-Pyran-2-carboxaldehyde, 3,4-dihydro-",73.4
"1,3-Cyclohexanedione",85.7
"1,4-Cyclohexanedione",82.2
"1,2-Cyclohexanedione",84
"Acrylic acid, allyl ester (8CI)",69.2
"1,3-Butadien-1-ol, acetate",33.3
"2-Propyn-1-ol, propanoate",42.1
1-(furan-2-yl)ethanol,34.6
ethyl but-2-ynoate,53.2
2-(methoxymethyl)furan,22.1
"2-Butenoic acid, ethenyl ester",27
"2,4-Hexadienoic acid, (2E,4E)-",127
12cyclohexanedione,83.85
2-Thiophenecarboxaldehyde,77.8
"Guanidine, N'-cyano-N,N-dimethyl-",64.4
"2-Norbornanol, exo- (8CI)",74.4
"Cyclohexanone, 2-methyl-",45.9
"Cyclohexanone, 3-methyl-",48
2-Heptyn-1-ol,78
2-Methylenehexanal,33.3
"hepta-1,6-dien-4-ol",40
"5-Hexen-2-one, 5-methyl-",38.7
"2,5-dimethylcyclopentan-1-one",40.6
"3-Hexen-2-one, 5-methyl-",47.5
1-cyclopentylethanone,47
"3-Pentanol, 3-ethynyl-",37.8
1-Heptyn-3-ol,50.8
5-Methyl-1-hexyn-3-ol,50.1
cycloheptanone,57
"Cyclohexanone, 4-methyl-",45.9
"1-Pentyn-3-ol, 3,4-dimethyl-",37.2
cyclohexanecarbaldehyde,41
(E)-hept-2-enal,53.7
"Ether, 2-butenyl propenyl",14.4
2methylcyclohexanone,47.85
Cycloheptanone,84.85
"1,4-Diazabicyclo(2.2.2)octane",62.2
"Hydrazine, 1,1-di-2-propenyl- (9CI)",54
"Hexanenitrile, 6-amino-",93.6
"Acetonitrile, (diethylamino)-",53.9
14diazabicyclo222octane62oC,62
"2,3-dimethylthiophene",25.8
"2,4-dimethylthiophene",23
2-ethylthiophene,21.1
"2,5-dimethylthiophene",23.9
3-ethylthiophene,22.8
"1-Pentene, 2,4,4-trimethyl-",-6.1
(E)-oct-2-ene,16.6
"2,3,4-trimethylpent-2-ene",12.8
"1,1-dimethylcyclohexane",7.2
(E)-oct-4-ene,21.1
"(1R,2R)-1-ethyl-2-methylcyclopentane",13.5
"Heptane, 3-methylene-",10.4
"(1R,3R)-1,3-dimethylcyclohexane",9.4
"1,2,4-trimethylcyclopentane",9.2
3-ethylhex-1-ene,15.5
3-methyl-4-methylidenehexane,6.7
"3,3-dimethylhex-1-ene",10.7
propan-2-ylcyclopentane,14.1
methylcycloheptane,19.9
"1,1,2-trimethylcyclopentane",6.4
(E)-4-methylhept-3-ene,9.2
"1,1,3-trimethylcyclopentane",6.4
"1,2,4-trimethylcyclopentane",9.2
"2,3-dimethylhex-2-ene",15.6
5-methylhept-1-ene,15.5
(4R)-4-methylhept-1-ene,15.5
"3,4-dimethylhex-1-ene",10.7
"2,3-dimethylhex-1-ene",6.7
1-ethyl-1-methylcyclopentane,10.6
"1,2,4-trimethylcyclopentane",9.2
3-ethyl-2-methylpent-1-ene,6.7
"(Z)-5,5-dimethylhex-2-ene",8.4
"1,2-dimethylcyclohexane",15.6
1-ethyl-2-methylcyclopentane,13.5
"Cyclohexane, 1,2-dimethyl-, (1R,2S)-rel-",15.6
"1,4-dimethylcyclohexane",15.6
"1,2,3-trimethylcyclopentane",9.244
6-methylhept-1-ene,15.5
trans-Oct-2-ene,21.1
(E)-oct-3-ene,15.1
"4,5-dimethylhex-1-ene",10.7
12dimethylcyclohexane,14.85
13dimethylcyclohexane,4.85
14dimethylcyclohexane,9.85
1ethyl1methylcyclopentane,5.85
1octene,12.85
244trimethyl1pentene107391,-5
244trimethyl2pentene,1.85
2methyl1heptene,9.85
2methyl2heptene,7.85
3ethyl1hexene1oC,1
4methyl1heptene2oC,2
Cyclooctane,27.85
ethylcyclohexane1678917,35
1trimethylsilylpropyne-3oC,-3
DivinylDimethylSilane8oC,8
2-chloro-2-fluoroacetic acid,58.6
(Z)-2-chlorobut-2-enedinitrile,68.4
Chlorobenzene108907,29
"Acetyl chloride, chloro-",34
DichloroAcetaldehyde60oC,60
11dichloropropane,6.85
12dichloropropane,15.85
13dichloropropane,19.85
22dichloropropane,-5.15
222trifluoroAcetamide87oC,87
"s-Triazine-2,4(1H,3H)-dione (8CI)",300.9
4-Nitro-1H-imidazole (9CI),198.6
"2,5-Pyrrolidinedione, 1-methyl-",105.9
methyl 3-cyanopropanoate,87.5
"Lactonitrile, acetate (ester) (8CI)",67
Ethylcyanoacetate105566,110
Hexahydro-2H-azepin-2-one (9CI),136.7
"2-Propenamide, N-(1-methylethyl)-",119.7
"2-Pyrrolidinone, 1-ethyl-",76.1
"Acetamide, N-ethyl-N-vinyl-",72.5
"2H-Pyran-2-methanamine, 3,4-dihydro- (9CI)",70.5
"Cyclohexanone, oxime",90
1-Piperidinecarboxaldehyde,91
3-methylpiperidin-2-one,138.6
"1,5-dimethylpyrrolidin-2-one",89.4
3isopropoxypropionitrile110474,68.3
Hexahydro2Hazepin2one152oC,152
"2,4-dimethyl-1,3-thiazole",42
"Thiazole, 4,5-dimethyl-",51.1
"Piperidine, 2,6-dimethyl-",11
"2,6-dimethylpiperidine",11.7
"Azocine, octahydro-",29.4
"3,3-dimethylpiperidine",32.2
cyclohexylmethanamine,43.3
4-ethylpiperidine,33.8
"3,5-dimethylpiperidine",32
"Cyclohexanamine, N-methyl-",29.4
1ethylpiperidine,17.85
Cyclohexanemethylamine,42.85
"Pyridine, 2-chloro-",65
"Pyridine, 3-chloro-",65
"Acetic acid, 2,2,2-trifluoro-",-3
TrifluoroAceticAcid71oC,71
"Cyclobutenedione, dihydroxy- (8CI)",119.84
"2-Propanol, 1,1,1-trifluoro-",38.8
"3,3,3-trifluoropropan-1-ol",47.1
"Benzene, 1,3-difluoro- (9CI)",2
"Benzene, 1,4-difluoro- (9CI)",2.1
"1,2-difluorobenzene",2.2
"2H-Pyran-2,6(3H)-dione, dihydro-",120.9
